<span style="color:red;">Mar 27,2017 00:51:31 [Fail]  ====Failed==== "Agreement Link" field is not present'</span>
Mar 27,2017 10:38:52 [Info]  Clicked on the 'Associate With Exiting Asset' using JS Executor
Mar 27,2017 10:38:52 [Info]  Clicked on the 'Asset Status'
Mar 27,2017 10:38:52 [Info]  Clicked on the 'Asset tile' using JS Executor
Mar 27,2017 10:38:52 [Info]  Entered "AUT_AssetSeries_03272017103227" in field 'Asset title'
<span style="color:red;">Mar 27,2017 10:38:52 [Fail]  <span style="color:red;">=====BUG ID======: 20309</span></span>
Mar 27,2017 10:38:52 [Info]  Clicked on the 'Display Season checkBox' using JS Executor
Mar 27,2017 10:39:07 [Info]  Clicked on the 'Search Button' using JS Executor
Mar 27,2017 10:39:10 [Info]  Clicked on the 'Toggle'
Mar 27,2017 10:39:13 [Info]  Double clicked on 'Searched Asset'
Mar 27,2017 10:39:23 [Info]  Clicked on the 'Ok Button'
Mar 27,2017 10:39:36 [Info]  Clicked on the 'MODULE'
Mar 27,2017 10:39:43 [Info]  Clicked on the 'Title Maintenance'
Mar 27,2017 10:39:57 [Info]  Double clicked on 'AUT_AssetSeries_03272017103227AssetName'
Mar 27,2017 10:39:57 [Info]  Clicked on the 'Episodes TAB'
Mar 27,2017 10:39:59 [Info]  Clicked on the ''Edit' Button at Episode window' using JS Executor
Mar 27,2017 10:40:04 [Info]  Clicked on the ''ClearFilter' at Episode window' using JS Executor

<span style="color:blue;"> [Manual Test Step] : TC_2.5_Episode Tab_6</span>
Mar 27,2017 10:40:04 [Info]  *****Select the Episode and check functionality of Copy Episode******
Mar 27,2017 10:40:04 [Info]  Clicked on the 'Select First Row of Episodes'
Mar 27,2017 10:40:04 [Info]  Double clicked on 'Select First Row of Episodes'
Mar 27,2017 10:40:05 [Info]  Clicked on the ''CopyEpisodes' Button at Episode window' using JS Executor

<span style="color:blue;"> [Manual Test Step] : TC_2.5_Episode Tab_9 to TC_2.5_Episode Tab_11</span>
Mar 27,2017 10:40:05 [Info]  *****Verify the Episode Name, Season Name and Episode Number of the copied Episode*****
Mar 27,2017 10:40:06 [Info]  Verifying the data of Copied Episodedoes not match
<span style="color:green;">Mar 27,2017 10:40:06 [Verification]  Verified that Expected value :[Copy of Episode101] is matched with Actual value :[Copy of Episode101]</span>
Mar 27,2017 10:40:06 [Info]  Verifying the data of Season Name of Copied Episode 'Copy of Episodes101'does not match
<span style="color:green;">Mar 27,2017 10:40:06 [Verification]  Verified that Expected value :[Season 1] is matched with Actual value :[Season 1]</span>
Mar 27,2017 10:40:06 [Info]  Verifying the data of Episode Number of Copied Episode 'Copy of Episodes101'does not match
<span style="color:green;">Mar 27,2017 10:40:06 [Verification]  Verified that Expected value :[101] is matched with Actual value :[101]</span>
Mar 27,2017 10:40:06 [Info]  ******************************(Select All) in the Filter Drop down**************************************************
Mar 27,2017 10:40:11 [Info]  Clicked on the 'Save Button at 'Episode Edit Window'' using JS Executor
Mar 27,2017 10:40:12 [Info]  Entered "(Select All)" in field 'Episodes_Filter1DropDown'
Mar 27,2017 10:40:15 [Info]  *****Change the Airing Order so that Copied Episodes can be saved*****
Mar 27,2017 10:40:15 [Info]  Double clicked on 'Airing Order'
Mar 27,2017 10:40:18 [Info]  Entered "7" in field 'Airing Order for Row 5'
Mar 27,2017 10:40:18 [Info]  Clicked on the 'Support click to select season'
Mar 27,2017 10:40:18 [Info]  Clicked on the 'TBA Check Box'

<span style="color:blue;"> [Manual Test Step] : TC_2.5_Episode Tab_13</span>
Mar 27,2017 10:40:18 [Info]  *****Change Episode Number of Copied Episode and verify that changes are applied successfully******
Mar 27,2017 10:40:18 [Info]  Clicked on the 'Episode Number in row 5'
Mar 27,2017 10:40:18 [Info]  Entered "301" in field 'Episodes Number'
Mar 27,2017 10:40:18 [Info]  Clicked on the 'Support click'
Mar 27,2017 10:40:18 [Info]  Clicked on the 'Save Button at 'Episode Edit Window'' using JS Executor
Mar 27,2017 10:40:33 [Info]  Entered "(Select All)" in field 'Episodes_Filter1DropDown'
Mar 27,2017 10:40:35 [Info]  *****Verify #Episode Number has been changed******
Mar 27,2017 10:40:35 [Info]  Verify The data of Episode Number of Newly copied Episode
<span style="color:green;">Mar 27,2017 10:40:35 [Verification]  Verified that Expected value :[301] is matched with Actual value :[301]</span>
Mar 27,2017 10:40:36 [Info]  Clicked on the 'Close Button at 'Episode Edit Window'' using JS Executor
Mar 27,2017 10:40:45 [Info]  Clicked on the 'Home Icon' using JS Executor

<span style="color:blue;"> [Manual Test Step] : TC_2.5_Episode Tab_16</span>
Mar 27,2017 10:40:49 [Info]  ******Verify that Copied Episode is not shown in Deal Navigator*****
Mar 27,2017 10:40:51 [Info]  Clicked on the 'Modules'
Mar 27,2017 10:40:51 [Info]  Clicked on the 'Modules'
Mar 27,2017 10:41:02 [Info]  Clicked on the 'RightsIN'
Mar 27,2017 10:41:04 [Info]  Clicked on the 'Modules'
Mar 27,2017 10:41:04 [Info]  Clicked on the 'Modules'
Mar 27,2017 10:41:15 [Info]  Clicked on the 'RightsIN'
Mar 27,2017 10:41:15 [Info]  Clicked on the 'Search Icon' using JS Executor
Mar 27,2017 10:41:16 [Info]  Clicked on the 'Agreement Link' using JS Executor
Mar 27,2017 10:41:16 [Info]  Entered "AUT_Deal_03272017103227" in field 'Deal Name'
Mar 27,2017 10:41:21 [Info]  Clicked on the 'Find Button' using JS Executor
Mar 27,2017 10:41:21 [Info]  Moved Mouse over 'First Deal in the Searched Deal'
Mar 27,2017 10:41:21 [Info]  Clicked on the 'First Deal in the Searched Deal'
Mar 27,2017 10:41:24 [Info]  Clicked on the 'View Deal' using JS Executor
Mar 27,2017 10:41:27 [Info]  Verify The data of Deal Name
<span style="color:green;">Mar 27,2017 10:41:27 [Verification]  Verified that Expected value :[AUT_Deal_03272017103227] is matched with Actual value :[AUT_Deal_03272017103227]</span>
Mar 27,2017 10:41:29 [Info]  Clicked on the 'Deal Navigator' using JS Executor
<span style="color:red;">Mar 27,2017 10:41:45 [Fail]  ====Failed==== "DealNavigatorWindow_AssetSeriesExpandIcon" field is not present'</span>
Mar 27,2017 10:41:46 [Info]  ScreenShot of CheckPoint Failure: C:\SeleniumProject\Workspace\RightsLogic\Screenshots\Mar2017\\27\DealNavigatorWindow_AssetSeriesExpandIcon_CheckpointFailure_03-27-2017 10-41-45 AM.jpg
<span style="color:red;">Mar 27,2017 10:41:56 [Fail]  ====Failed==== "DealNavigatorWindow_1stSeason_ExpandIcon" field is not present'</span>
Mar 27,2017 10:41:56 [Info]  ScreenShot of CheckPoint Failure: C:\SeleniumProject\Workspace\RightsLogic\Screenshots\Mar2017\\27\DealNavigatorWindow_1stSeason_ExpandIcon_CheckpointFailure_03-27-2017 10-41-56 AM.jpg
<span style="color:red;">Mar 27,2017 10:42:06 [Fail]  ====Failed==== "DealNavigatorWindow_2ndSeason_ExpandIcon" field is not present'</span>
Mar 27,2017 10:42:06 [Info]  ScreenShot of CheckPoint Failure: C:\SeleniumProject\Workspace\RightsLogic\Screenshots\Mar2017\\27\DealNavigatorWindow_2ndSeason_ExpandIcon_CheckpointFailure_03-27-2017 10-42-06 AM.jpg
Mar 27,2017 10:42:06 [Info]  Verifying that Copied Episode is not shown at the Deal Navigator
Mar 27,2017 10:42:16 [Info]  "Ep.301: Copy of Episode101" is not shown at the Deal Navigator
Mar 27,2017 10:42:19 [Info]  Clicked on the 'OKButton' using JS Executor
Mar 27,2017 10:42:25 [Info]  Clicked on the 'Home Icon' using JS Executor
Mar 27,2017 10:42:35 [Info]  Clicked on the 'MODULE'
Mar 27,2017 10:42:41 [Info]  Clicked on the 'Title Maintenance'
Mar 27,2017 10:43:01 [Info]  Clicked on the 'MODULE'
Mar 27,2017 10:43:04 [Info]  Clicked on the 'Title Maintenance'
Mar 27,2017 10:43:19 [Info]  Double clicked on 'AUT_AssetSeries_03272017103227AssetName'
Mar 27,2017 10:43:20 [Info]  Clicked on the 'Episodes TAB'
Mar 27,2017 10:43:22 [Info]  Clicked on the ''Edit' Button' using JS Executor
Mar 27,2017 10:43:22 [Info]  Test 'TC5_EpisodeCopy' PASSED
Mar 27,2017 10:43:23 [Info]  Closed the Browser
Mar 27,2017 11:43:35 [Info]  ********************Started Executiong the Test Suite at 11:43:35******************
Mar 27,2017 11:43:35 [Info]  Client: SKY
Mar 27,2017 11:43:35 [Info]  *********************Started Executing the Test Area(Modules/TAB): 'Default test'*********************
Mar 27,2017 11:43:35 [Info]  *********************Started Executing 'TC5_EpisodeCopy' Test Case*********************
Mar 27,2017 11:43:46 [Info]  Client: SKY
Mar 27,2017 11:43:46 [Info]  URL: http://rlv2wb85/Home.aspx
Mar 27,2017 11:43:46 [Info]  UserName: admin
Mar 27,2017 11:43:46 [Info]  Password: admin
Mar 27,2017 11:43:46 [Info]  Entered "admin" in field 'User Name'
Mar 27,2017 11:43:46 [Info]  Clicked on the 'Temporary Check Box'
Mar 27,2017 11:43:46 [Info]  Entered "admin" in field 'Password'
Mar 27,2017 11:43:54 [Info]  Clicked on the 'LoginButton'
Mar 27,2017 11:44:00 [Info]  ************************Started Creating Asset of Type: Program - Series************************
Mar 27,2017 11:44:10 [Info]  Clicked on the 'MODULE'
Mar 27,2017 11:44:17 [Info]  Clicked on the 'Title Maintenance'
Mar 27,2017 11:44:27 [Info]  Clicked on the 'New Button' using JS Executor
Mar 27,2017 11:44:39 [Info]  Clicked on the 'Program' using JS Executor
Mar 27,2017 11:44:47 [Info]  Clicked on the 'General TAB'
Mar 27,2017 11:45:05 [Info]  Selected "Program - Series" in "AssetTypeDropDown" drop down
Mar 27,2017 11:45:06 [Info]  Entered "AUT_AssetSeries_03272017114400" in field 'AssetTitle'
Mar 27,2017 11:45:06 [Info]  Clicked on the 'SBUImage' using JS Executor
Mar 27,2017 11:45:12 [Info]  Clicked on the 'First CheckBox At SBU window'
Mar 27,2017 11:45:14 [Info]  Clicked on the 'Apply Button' using JS Executor
Mar 27,2017 11:45:15 [Info]  Entered "11:11:11" in field 'Duration'
Mar 27,2017 11:45:25 [Info]  Selected "Active" in "Asset Status" drop down
Mar 27,2017 11:45:25 [Info]  Selected "Event" in "Asset Format" drop down
Mar 27,2017 11:45:25 [Info]  Selected "License Acquired" in "Asset Source" drop down
Mar 27,2017 11:45:25 [Info]  Entered "AUT_Series" in field 'Short Name'
Mar 27,2017 11:45:25 [Info]  Clicked on the 'Save Button' using JS Executor
Mar 27,2017 11:45:40 [Info]  Verify The data of Created AssetAUT_AssetSeries_03272017114400
<span style="color:green;">Mar 27,2017 11:45:40 [Verification]  Verified that Expected value :[AUT_AssetSeries_03272017114400] is matched with Actual value :[AUT_AssetSeries_03272017114400]</span>
Mar 27,2017 11:45:40 [Info]  ************************Created Asset of TypeProgram - Series************************
Mar 27,2017 11:45:50 [Info]  Clicked on the 'MODULE'
Mar 27,2017 11:45:57 [Info]  Clicked on the 'Title Maintenance'
Mar 27,2017 11:46:10 [Info]  Double clicked on 'AUT_AssetSeries_03272017114400AssetName'
Mar 27,2017 11:46:17 [Info]  Clicked on the 'Episodes TAB'
Mar 27,2017 11:46:21 [Info]  Clicked on the ''Edit' Button at Episode window' using JS Executor
Mar 27,2017 11:46:24 [Info]  Clicked on the ''Add' Button at Episode window' using JS Executor
Mar 27,2017 11:46:24 [Info]  Entered "101" in field 'Add Episode input field'
Mar 27,2017 11:46:25 [Info]  Clicked on the ''OK' Button at Episode window' using JS Executor
Mar 27,2017 11:46:30 [Info]  Clicked on the 'Season Field of Episode101' using JS Executor
Mar 27,2017 11:46:30 [Info]  Clicked on the 'Image Drop Down at 'Episode Edit Window''
Mar 27,2017 11:46:30 [Info]  Clicked on the 'Season 1'
Mar 27,2017 11:46:31 [Info]  Clicked on the 'Support click to select season'
Mar 27,2017 11:46:31 [Info]  Entered "00:30:00" in field 'duration Program'
Mar 27,2017 11:46:31 [Info]  Clicked on the ''Add' Button at Episode window' using JS Executor
Mar 27,2017 11:46:31 [Info]  Entered "102" in field 'Add Episode input field'
Mar 27,2017 11:46:32 [Info]  Clicked on the ''OK' Button at Episode window' using JS Executor
Mar 27,2017 11:46:37 [Info]  Clicked on the 'Season Field of Episode101' using JS Executor
Mar 27,2017 11:46:37 [Info]  Clicked on the 'Image Drop Down at 'Episode Edit Window''
Mar 27,2017 11:46:37 [Info]  Clicked on the 'Season 1'
Mar 27,2017 11:46:37 [Info]  Clicked on the 'Support click to select season'
Mar 27,2017 11:46:37 [Info]  Entered "00:30:00" in field 'duration Program'
Mar 27,2017 11:46:37 [Info]  Clicked on the ''Add' Button at Episode window' using JS Executor
Mar 27,2017 11:46:38 [Info]  Entered "201" in field 'Add Episode input field'
Mar 27,2017 11:46:39 [Info]  Clicked on the ''OK' Button at Episode window' using JS Executor
Mar 27,2017 11:46:44 [Info]  Clicked on the 'Season Field of Episode101' using JS Executor
Mar 27,2017 11:46:44 [Info]  Clicked on the 'Image Drop Down at 'Episode Edit Window''
Mar 27,2017 11:46:44 [Info]  Clicked on the 'Season 1'
Mar 27,2017 11:46:44 [Info]  Clicked on the 'Support click to select season'
Mar 27,2017 11:46:44 [Info]  Entered "00:30:00" in field 'duration Program'
Mar 27,2017 11:46:44 [Info]  Clicked on the ''Add' Button at Episode window' using JS Executor
Mar 27,2017 11:46:44 [Info]  Entered "202" in field 'Add Episode input field'
Mar 27,2017 11:46:46 [Info]  Clicked on the ''OK' Button at Episode window' using JS Executor
Mar 27,2017 11:46:51 [Info]  Clicked on the 'Season Field of Episode101' using JS Executor
Mar 27,2017 11:46:51 [Info]  Clicked on the 'Image Drop Down at 'Episode Edit Window''
Mar 27,2017 11:46:51 [Info]  Clicked on the 'Season 1'
Mar 27,2017 11:46:51 [Info]  Clicked on the 'Support click to select season'
Mar 27,2017 11:46:51 [Info]  Entered "00:30:00" in field 'duration Program'
Mar 27,2017 11:46:58 [Info]  Clicked on the 'Save Button at 'Episode Edit Window'' using JS Executor
Mar 27,2017 11:47:02 [Info]  Clicked on the 'Close Button at 'Episode Edit Window'' using JS Executor
Mar 27,2017 11:47:09 [Info]  Clicked on the 'Module '
Mar 27,2017 11:47:19 [Info]  Clicked on the 'Rights IN TAB '
Mar 27,2017 11:47:25 [Info]  Clicked on the 'New Button' using JS Executor
Mar 27,2017 11:47:26 [Info]  Clicked on the 'Master Agreement' using JS Executor
Mar 27,2017 11:47:29 [Info]  Generated Deal Id is:  7451
Mar 27,2017 11:47:29 [Info]  Clicked on the 'DealTitleField' using JS Executor
Mar 27,2017 11:47:30 [Info]  Entered "AUT_Deal_03272017114400_Master" in field 'Deal Name Field'
Mar 27,2017 11:47:30 [Info]  Entered "03272" in field 'Deal Code'
Mar 27,2017 11:47:30 [Info]  Selected "Acquisition-Program" in "DealType_DropDownField" drop down
Mar 27,2017 11:47:30 [Info]  Selected "Events" in "Deal/Agreement Sub Type" drop down
Mar 27,2017 11:47:30 [Info]  Entered "Fully Executed" in field 'Deal Creation Contract Status'
Mar 27,2017 11:47:31 [Info]  Entered "In Progress" in field 'DealCreationCDEStatus'
Mar 27,2017 11:47:31 [Info]  Entered "01/01/2014" in field 'DateExecuted_InputField'
Mar 27,2017 11:47:31 [Info]  Entered "USD" in field 'DealCreationCurrency'
Mar 27,2017 11:47:31 [Info]  Selected "Sky Movies" in "ProfitCenter_InputField" drop down
Mar 27,2017 11:47:37 [Info]  Selected "Sky Movies" in "BudgetLine_InputField" drop down
Mar 27,2017 11:47:59 [Info]  Moved Mouse over 'Party_AddButton'
Mar 27,2017 11:47:59 [Info]  Clicked on the 'Party_AddButton'
Mar 27,2017 11:48:03 [Info]  Entered "AUT_SKY_RI_PRIMARY_PARTY" in field 'Search Party InputField'
Mar 27,2017 11:48:03 [Info]  Double clicked on 'RI Search Party Window Find Button'
Mar 27,2017 11:48:04 [Info]  Clicked on the 'AUT_SKY_RI_PRIMARY_PARTY'
Mar 27,2017 11:48:05 [Info]  Clicked on the 'Select Button'
Mar 27,2017 11:48:11 [Info]  Clicked on the 'Party Type Field' using JS Executor
Mar 27,2017 11:48:11 [Info]  Entered "Primary" in field 'Party Party InputField'
Mar 27,2017 11:48:11 [Info]  Clicked on the 'Support Click '
Mar 27,2017 11:48:11 [Info]  Clicked on the 'Party_AddButton' using JS Executor
Mar 27,2017 11:48:17 [Info]  Entered "AUT_SKY_RI_LICENSOR_PARTY" in field 'Search Party InputField'
Mar 27,2017 11:48:17 [Info]  Double clicked on 'RI Search Party Window Find Button'
Mar 27,2017 11:48:22 [Info]  Clicked on the 'Select Party'
Mar 27,2017 11:48:22 [Info]  Clicked on the 'Select Button'
Mar 27,2017 11:48:29 [Info]  Clicked on the 'Party Type Field' using JS Executor
Mar 27,2017 11:48:29 [Info]  Entered "Licensor" in field 'Party Party InputField'
Mar 27,2017 11:48:29 [Info]  Clicked on the 'Support Click '
Mar 27,2017 11:48:34 [Info]  Clicked on the 'Save Button' using JS Executor
Mar 27,2017 11:48:38 [Info]  Clicked on the 'OK Button' using JS Executor
Mar 27,2017 11:48:38 [Info]  Verify The data of CreatedDeal
<span style="color:green;">Mar 27,2017 11:48:38 [Verification]  Verified that Expected value :[AUT_Deal_03272017114400_Master] is matched with Actual value :[AUT_Deal_03272017114400_Master]</span>
Mar 27,2017 11:48:39 [Info]  Clicked on the 'Module '
Mar 27,2017 11:48:49 [Info]  Clicked on the 'Rights IN TAB '
Mar 27,2017 11:48:55 [Info]  Clicked on the 'New Button' using JS Executor
Mar 27,2017 11:48:56 [Info]  Clicked on the 'Attachment & Link to Master' using JS Executor
Mar 27,2017 11:48:57 [Info]  Entered "AUT_Deal_03272017114400_Master" in field 'Deal Name'
Mar 27,2017 11:49:01 [Info]  Clicked on the 'Find Button' using JS Executor
Mar 27,2017 11:49:01 [Info]  Moved Mouse over 'First Deal in the Searched Deal'
Mar 27,2017 11:49:01 [Info]  Clicked on the 'First Deal in the Searched Deal'
Mar 27,2017 11:49:04 [Info]  Clicked on the 'View Deal' using JS Executor
Mar 27,2017 11:49:10 [Info]  Generated Deal Id is:  7452
Mar 27,2017 11:49:10 [Info]  Clicked on the 'DealTitleField' using JS Executor
Mar 27,2017 11:49:10 [Info]  Entered "AUT_Deal_03272017114400" in field 'Deal Name Field'
Mar 27,2017 11:49:11 [Info]  Entered "03272" in field 'Deal Code'
Mar 27,2017 11:49:11 [Info]  Selected "Acquisition-Program" in "DealType_DropDownField" drop down
Mar 27,2017 11:49:11 [Info]  Selected "Events" in "Deal/Agreement Sub Type" drop down
Mar 27,2017 11:49:11 [Info]  Entered "Fully Executed" in field 'Deal Creation Contract Status'
Mar 27,2017 11:49:11 [Info]  Entered "In Progress" in field 'DealCreationCDEStatus'
Mar 27,2017 11:49:11 [Info]  Entered "01/01/2014" in field 'DateExecuted_InputField'
Mar 27,2017 11:49:11 [Info]  Entered "USD" in field 'DealCreationCurrency'
Mar 27,2017 11:49:11 [Info]  Selected "Sky Movies" in "ProfitCenter_InputField" drop down
Mar 27,2017 11:49:18 [Info]  Selected "Sky Movies" in "BudgetLine_InputField" drop down
Mar 27,2017 11:49:42 [Info]  Clicked on the 'Save Button' using JS Executor
Mar 27,2017 11:49:46 [Info]  Clicked on the 'OK Button' using JS Executor
Mar 27,2017 11:49:46 [Info]  Verify The data of CreatedDeal
<span style="color:green;">Mar 27,2017 11:49:46 [Verification]  Verified that Expected value :[AUT_Deal_03272017114400] is matched with Actual value :[AUT_Deal_03272017114400]</span>
Mar 27,2017 11:49:46 [Info]  Clicked on the 'Navigator' using JS Executor
Mar 27,2017 11:50:03 [Info]  Clicked on the 'Associate With Exiting Asset' using JS Executor
Mar 27,2017 11:50:04 [Info]  Clicked on the 'Asset Status'
Mar 27,2017 11:50:04 [Info]  Clicked on the 'Asset tile' using JS Executor
Mar 27,2017 11:50:04 [Info]  Entered "AUT_AssetSeries_03272017114400" in field 'Asset title'
<span style="color:red;">Mar 27,2017 11:50:04 [Fail]  <span style="color:red;">=====BUG ID======: 20309</span></span>
Mar 27,2017 11:50:04 [Info]  Clicked on the 'Display Season checkBox' using JS Executor
Mar 27,2017 11:50:08 [Info]  Clicked on the 'Search Button' using JS Executor
Mar 27,2017 11:50:11 [Info]  Clicked on the 'Toggle'
Mar 27,2017 11:50:14 [Info]  Double clicked on 'Searched Asset'
Mar 27,2017 11:50:24 [Info]  Clicked on the 'Ok Button'
Mar 27,2017 11:50:37 [Info]  Clicked on the 'MODULE'
Mar 27,2017 11:50:43 [Info]  Clicked on the 'Title Maintenance'
Mar 27,2017 11:50:57 [Info]  Double clicked on 'AUT_AssetSeries_03272017114400AssetName'
Mar 27,2017 11:50:58 [Info]  Clicked on the 'Episodes TAB'
Mar 27,2017 11:51:00 [Info]  Clicked on the ''Edit' Button at Episode window' using JS Executor
Mar 27,2017 11:51:04 [Info]  Clicked on the ''ClearFilter' at Episode window' using JS Executor

<span style="color:blue;"> [Manual Test Step] : TC_2.5_Episode Tab_6</span>
Mar 27,2017 11:51:04 [Info]  *****Select the Episode and check functionality of Copy Episode******
Mar 27,2017 11:51:04 [Info]  Clicked on the 'Select First Row of Episodes'
Mar 27,2017 11:51:04 [Info]  Double clicked on 'Select First Row of Episodes'
Mar 27,2017 11:51:06 [Info]  Clicked on the ''CopyEpisodes' Button at Episode window' using JS Executor

<span style="color:blue;"> [Manual Test Step] : TC_2.5_Episode Tab_9 to TC_2.5_Episode Tab_11</span>
Mar 27,2017 11:51:06 [Info]  *****Verify the Episode Name, Season Name and Episode Number of the copied Episode*****
Mar 27,2017 11:51:06 [Info]  Verifying the data of Copied Episodedoes not match
<span style="color:green;">Mar 27,2017 11:51:06 [Verification]  Verified that Expected value :[Copy of Episode101] is matched with Actual value :[Copy of Episode101]</span>
Mar 27,2017 11:51:06 [Info]  Verifying the data of Season Name of Copied Episode 'Copy of Episodes101'does not match
<span style="color:green;">Mar 27,2017 11:51:06 [Verification]  Verified that Expected value :[Season 1] is matched with Actual value :[Season 1]</span>
Mar 27,2017 11:51:06 [Info]  Verifying the data of Episode Number of Copied Episode 'Copy of Episodes101'does not match
<span style="color:green;">Mar 27,2017 11:51:06 [Verification]  Verified that Expected value :[101] is matched with Actual value :[101]</span>
Mar 27,2017 11:51:06 [Info]  ******************************(Select All) in the Filter Drop down**************************************************
Mar 27,2017 11:51:11 [Info]  Clicked on the 'Save Button at 'Episode Edit Window'' using JS Executor
Mar 27,2017 11:51:13 [Info]  Entered "(Select All)" in field 'Episodes_Filter1DropDown'
Mar 27,2017 11:51:15 [Info]  *****Change the Airing Order so that Copied Episodes can be saved*****
Mar 27,2017 11:51:15 [Info]  Double clicked on 'Airing Order'
Mar 27,2017 11:51:18 [Info]  Entered "7" in field 'Airing Order for Row 5'
Mar 27,2017 11:51:18 [Info]  Clicked on the 'Support click to select season'
Mar 27,2017 11:51:18 [Info]  Clicked on the 'TBA Check Box'

<span style="color:blue;"> [Manual Test Step] : TC_2.5_Episode Tab_13</span>
Mar 27,2017 11:51:18 [Info]  *****Change Episode Number of Copied Episode and verify that changes are applied successfully******
Mar 27,2017 11:51:18 [Info]  Clicked on the 'Episode Number in row 5'
Mar 27,2017 11:51:18 [Info]  Entered "301" in field 'Episodes Number'
Mar 27,2017 11:51:18 [Info]  Clicked on the 'Support click'
Mar 27,2017 11:51:18 [Info]  Clicked on the 'Save Button at 'Episode Edit Window'' using JS Executor
Mar 27,2017 11:51:32 [Info]  Entered "(Select All)" in field 'Episodes_Filter1DropDown'
Mar 27,2017 11:51:34 [Info]  *****Verify #Episode Number has been changed******
Mar 27,2017 11:51:34 [Info]  Verify The data of Episode Number of Newly copied Episode
<span style="color:green;">Mar 27,2017 11:51:34 [Verification]  Verified that Expected value :[301] is matched with Actual value :[301]</span>
Mar 27,2017 11:51:35 [Info]  Clicked on the 'Close Button at 'Episode Edit Window'' using JS Executor
Mar 27,2017 11:51:42 [Info]  Clicked on the 'Home Icon' using JS Executor

<span style="color:blue;"> [Manual Test Step] : TC_2.5_Episode Tab_16</span>
Mar 27,2017 11:53:45 [Info]  ******Verify that Copied Episode is not shown in Deal Navigator*****
<span style="color:red;">Mar 27,2017 11:53:47 [Fail]  ====Failed==== "Modules" field is not present'</span>
Mar 27,2017 11:53:48 [Info]  ScreenShot of CheckPoint Failure: C:\SeleniumProject\Workspace\RightsLogic\Screenshots\Mar2017\\27\Modules_CheckpointFailure_03-27-2017 11-53-47 AM.jpg
<span style="color:red;">Mar 27,2017 11:53:48 [Fail]  ====Failed==== "Modules" field is not present'</span>
Mar 27,2017 11:53:48 [Info]  ScreenShot of CheckPoint Failure: C:\SeleniumProject\Workspace\RightsLogic\Screenshots\Mar2017\\27\Modules_CheckpointFailure_03-27-2017 11-53-48 AM.jpg
<span style="color:red;">Mar 27,2017 11:53:55 [Fail]  ====Failed==== "RightsIN" field is not present'</span>
Mar 27,2017 11:53:55 [Info]  ScreenShot of CheckPoint Failure: C:\SeleniumProject\Workspace\RightsLogic\Screenshots\Mar2017\\27\RightsIN_CheckpointFailure_03-27-2017 11-53-55 AM.jpg
<span style="color:red;">Mar 27,2017 11:53:57 [Fail]  ====Failed==== "Modules" field is not present'</span>
Mar 27,2017 11:53:58 [Info]  ScreenShot of CheckPoint Failure: C:\SeleniumProject\Workspace\RightsLogic\Screenshots\Mar2017\\27\Modules_CheckpointFailure_03-27-2017 11-53-57 AM.jpg
<span style="color:red;">Mar 27,2017 11:53:58 [Fail]  ====Failed==== "Modules" field is not present'</span>
Mar 27,2017 11:53:58 [Info]  ScreenShot of CheckPoint Failure: C:\SeleniumProject\Workspace\RightsLogic\Screenshots\Mar2017\\27\Modules_CheckpointFailure_03-27-2017 11-53-58 AM.jpg
